"IVS1_Code","IVS1_Label","ivs_iti4","IVS2_Label","N2SpTFA","NZMGE","NZMGN","NZTM.E","NZTM.N","Island","Is.Code","TFA","TFA.Code","Territorial.Authority","TLA.code","RTO","RTO.code","Region","Region.code","Longitude","Latitude","ivs_iti5","RTO_mbiemaps"
260130,"Paeroa","ivs_iti4_260130","Paeroa",13,2746994,6421273,1836688,5859719,"North",1,"Paeroa",26,"Hauraki District",12,"Coromandel RTO",3,"Waikato Region",3,175.673204645922,-37.3790917334299,"ivs_iti5_260130","Coromandel RTO"
260150,"Waihi ( Coromandel )","ivs_iti4_260150","Waihi",15,2760017,6419207,1849720,5857675,"North",1,"Paeroa",26,"Hauraki District",12,"Coromandel RTO",3,"Waikato Region",3,175.820921942604,-37.3940763602424,"ivs_iti5_260150","Coromandel RTO"
260190,"Karangahake Gorge","ivs_iti4_260190","Karangahake Gorge",19,2751459,6416292,1841163,5854744,"North",1,"Paeroa",26,"Hauraki District",12,"Coromandel RTO",3,"Waikato Region",3,175.725317373027,-37.4227317876684,"ivs_iti5_260190","Coromandel RTO"
270010,"Miranda","ivs_iti4_270010","Miranda",1,2715934,6443557,1805577,5881952,"North",1,"Ngaruawahia",27,"Waikato District",13,"Waikato RTO",4,"Waikato Region",3,175.315965787866,-37.1862679008355,"ivs_iti5_270010","Waikato RTO"
270020,"Maramarua","ivs_iti4_270020","Maramarua",2,2707557,6436255,1797212,5874633,"North",1,"Ngaruawahia",27,"Waikato District",13,"Waikato RTO",4,"Waikato Region",3,175.223729762438,-37.2539965619822,"ivs_iti5_270020","Waikato RTO"
270060,"Te Kauwhata","ivs_iti4_270060","Te Kauwhata",6,2700452,6419893,1790135,5858255,"North",1,"Ngaruawahia",27,"Waikato District",13,"Waikato RTO",4,"Waikato Region",3,175.14818069753,-37.4029944085807,"ivs_iti5_270060","Waikato RTO"
270140,"Huntly","ivs_iti4_270140","Huntly",14,2701225,6402834,1790938,5841195,"North",1,"Ngaruawahia",27,"Waikato District",13,"Waikato RTO",4,"Waikato Region",3,175.1616713699,-37.5564934482201,"ivs_iti5_270140","Waikato RTO"
270210,"Ngaruawahia","ivs_iti4_270210","Ngaruawahia",21,2699587,6390244,1789320,5828600,"North",1,"Ngaruawahia",27,"Waikato District",13,"Waikato RTO",4,"Waikato Region",3,175.146625300082,-37.6702725259925,"ivs_iti5_270210","Waikato RTO"
270310,"Matangi","ivs_iti4_270310","Matangi",31,2720471,6374672,1810233,5813057,"North",1,"Ngaruawahia",27,"Waikato District",13,"Waikato RTO",4,"Waikato Region",3,175.388064993825,-37.8056919768143,"ivs_iti5_270310","Waikato RTO"
280060,"Raglan ( Raglan )","ivs_iti4_280060","Raglan",6,2675103,6376323,1764855,5814640,"North",1,"Raglan",28,"Waikato District",13,"Waikato RTO",4,"Waikato Region",3,174.872537792292,-37.800753065006,"ivs_iti5_280060","Waikato RTO"
290040,"Te Aroha","ivs_iti4_290040","Te Aroha",4,2748870,6404291,1838594,5842733,"North",1,"Matamata",29,"Matamata-Piako District",15,"Waikato RTO",4,"Waikato Region",3,175.700206460115,-37.5315405404564,"ivs_iti5_290040","Waikato RTO"
290090,"Morrinsville","ivs_iti4_290090","Morrinsville",9,2733310,6391059,1823050,5829470,"North",1,"Matamata",29,"Matamata-Piako District",15,"Waikato RTO",4,"Waikato Region",3,175.52849479288,-37.6548607745266,"ivs_iti5_290090","Waikato RTO"
290150,"Matamata","ivs_iti4_290150","Matamata",15,2754368,6373023,1844146,5811460,"North",1,"Matamata",29,"Matamata-Piako District",15,"Waikato RTO",4,"Waikato Region",3,175.773439588039,-37.8116340870352,"ivs_iti5_290150","Waikato RTO"
300030,"Hamilton","ivs_iti4_300030","Hamilton",3,2710815,6377412,1800570,5815783,"North",1,"Hamilton",30,"Hamilton City",16,"Waikato RTO",4,"Waikato Region",3,175.277629092976,-37.7833149581813,"ivs_iti5_300030","Waikato RTO"
310090,"Te Awamutu","ivs_iti4_310090","Te Awamutu",9,2713823,6352120,1803616,5790489,"North",1,"Te Awamutu",31,"Waipa District",17,"Waikato RTO",4,"Waikato Region",3,175.319333452722,-38.0104310576581,"ivs_iti5_310090","Waikato RTO"
320060,"Cambridge","ivs_iti4_320060","Cambridge",6,2727508,6364843,1817287,5803236,"North",1,"Cambridge",32,"Waipa District",17,"Waikato RTO",4,"Waikato Region",3,175.471076460654,-37.892476438666,"ivs_iti5_320060","Waikato RTO"
320070,"Karapiro","ivs_iti4_320070","Karapiro",7,2733639,6361753,1823425,5800153,"North",1,"Cambridge",32,"Waipa District",17,"Waikato RTO",4,"Waikato Region",3,175.541773335234,-37.9187506639751,"ivs_iti5_320070","Waikato RTO"
330030,"Kawhia","ivs_iti4_330030","Kawhia",3,2669858,6346965,1759651,5785273,"North",1,"Otorohanga",33,"Otorohanga District",18,"Waikato RTO",4,"Waikato Region",3,174.81996779526,-38.0662290865894,"ivs_iti5_330030","Waikato RTO"
330100,"Otorohanga","ivs_iti4_330100","Otorohanga",10,2703645,6332989,1793461,5771339,"North",1,"Otorohanga",33,"Otorohanga District",18,"Waikato RTO",4,"Waikato Region",3,175.208929717322,-38.1851210686195,"ivs_iti5_330100","Waikato RTO"
340020,"Tirau","ivs_iti4_340020","Tirau",2,2752584,6354689,1842389,5793114,"North",1,"Tokoroa",34,"South Waikato District",19,"Waikato RTO",4,"Waikato Region",3,175.759665443649,-37.9772639710272,"ivs_iti5_340020","Waikato RTO"
340040,"Putaruru","ivs_iti4_340040","Putaruru",4,2754017,6346775,1843834,5785198,"North",1,"Tokoroa",34,"South Waikato District",19,"Waikato RTO",4,"Waikato Region",3,175.778790449057,-38.0481389080556,"ivs_iti5_340040","Waikato RTO"
340090,"Tokoroa","ivs_iti4_340090","Tokoroa",9,2761075,6326889,1850922,5765311,"North",1,"Tokoroa",34,"South Waikato District",19,"Waikato RTO",4,"Waikato Region",3,175.866474999457,-38.2252135772959,"ivs_iti5_340090","Waikato RTO"
350075,"Waitomo","ivs_iti4_350075","Waitomo",75,2700998,6325443,1790824,5763788,"North",1,"Waitomo",35,"Waitomo District",20,"Waikato RTO",4,"Waikato Region",3,175.1808707687,-38.253687999828,"ivs_iti5_350075","Waikato RTO"
350080,"Marokopa","ivs_iti4_350080","Marokopa",8,2660622,6320843,1750448,5759138,"North",1,"Waitomo",35,"Waitomo District",20,"Waikato RTO",4,"Waikato Region",3,174.720632009552,-38.3032450966262,"ivs_iti5_350080","Waikato RTO"
350110,"Te Kuiti","ivs_iti4_350110","Te Kuiti",11,2699593,6316571,1789429,5754912,"North",1,"Waitomo",35,"Waitomo District",20,"Waikato RTO",4,"Waikato Region",3,175.167315759182,-38.333920320126,"ivs_iti5_350110","Waikato RTO"
350140,"Piopio","ivs_iti4_350140","Piopio",14,2685716,6302320,1775566,5740642,"North",1,"Waitomo",35,"Waitomo District",20,"Waikato RTO",4,"Waikato Region",3,175.012360158539,-38.4652697841887,"ivs_iti5_350140","Waikato RTO"
350190,"Pureora Forest","ivs_iti4_350190","Pureora Forest",19,2732473,6295599,1822344,5733972,"North",1,"Waitomo",35,"Waitomo District",20,"Waikato RTO",4,"Manawatu-Wanganui Region",8,175.550212870252,-38.5148887852139,"ivs_iti5_350190","Waikato RTO"
350230,"Mapiu","ivs_iti4_350230","Mapiu",23,2703241,6288833,1793109,5727172,"North",1,"Waitomo",35,"Waitomo District",20,"Waikato RTO",4,"Waikato Region",3,175.217027554294,-38.5829461655983,"ivs_iti5_350230","Waikato RTO"
350260,"Mokau ( Waitomo )","ivs_iti4_350260","Mokau",26,2650800,6277210,1740674,5715494,"North",1,"Waitomo",35,"Waitomo District",20,"Waikato RTO",4,"Waikato Region",3,174.617664106165,-38.6980003144811,"ivs_iti5_350260","Waikato RTO"
370010,"Mangakino","ivs_iti4_370010","Mangakino",1,2752505,6310988,1842367,5749391,"North",1,"Turangi",37,"Taupo District",21,"Lake Taupo RTO",7,"Waikato Region",3,175.774308262638,-38.3708686109741,"ivs_iti5_370010","Lake Taupo RTO"
370070,"Turangi","ivs_iti4_370070","Turangi",7,2752939,6242305,1842870,5680672,"North",1,"Turangi",37,"Taupo District",21,"Lake Taupo RTO",7,"Waikato Region",3,175.804111883138,-38.9892807512494,"ivs_iti5_370070","Lake Taupo RTO"
380040,"Wairakei","ivs_iti4_380040","Wairakei",4,2778269,6281777,1868179,5720191,"North",1,"Taupo",38,"Taupo District",21,"Lake Taupo RTO",7,"Waikato Region",3,176.080578233577,-38.6262829914444,"ivs_iti5_380040","Lake Taupo RTO"
380045,"Huka Falls","ivs_iti4_380045","Huka Falls",45,2778818,6279852,1868731,5718264,"North",1,"Taupo",38,"Taupo District",21,"Lake Taupo RTO",7,"Waikato Region",3,176.087655035132,-38.6434566451175,"ivs_iti5_380045","Lake Taupo RTO"
380080,"Taupo","ivs_iti4_380080","Taupo",8,2777052,6275165,1866968,5713573,"North",1,"Taupo",38,"Taupo District",21,"Lake Taupo RTO",7,"Waikato Region",3,176.069228827168,-38.6862032664285,"ivs_iti5_380080","Lake Taupo RTO"
380190,"Te Rangiita","ivs_iti4_380190","Te Rangiita",19,2762187,6251020,1852116,5689400,"North",1,"Taupo",38,"Taupo District",21,"Lake Taupo RTO",7,"Waikato Region",3,175.907524359498,-38.90811729306,"ivs_iti5_380190","Lake Taupo RTO"
380220,"Pukawa Bay","ivs_iti4_380220","Pukawa Bay",22,2748793,6250034,1838716,5688402,"North",1,"Taupo",38,"Taupo District",21,"Lake Taupo RTO",7,"Waikato Region",3,175.753507227277,-38.9208455132242,"ivs_iti5_380220","Lake Taupo RTO"
390050,"Katikati","ivs_iti4_390050","Katikati",5,2768311,6401099,1858050,5839573,"North",1,"Te Puke",39,"Western Bay of Plenty District",22,"Bay of Plenty RTO",5,"Bay of Plenty Region",4,175.921251650258,-37.5547489358471,"ivs_iti5_390050","Bay of Plenty RTO"
390150,"Maketu ( Te Puke )","ivs_iti4_390150","Maketu",15,2814661,6376943,1904473,5815478,"North",1,"Te Puke",39,"Western Bay of Plenty District",22,"Bay of Plenty RTO",5,"Bay of Plenty Region",4,176.456021277715,-37.7573707768884,"ivs_iti5_390150","Bay of Plenty RTO"
390190,"Te Puke","ivs_iti4_390190","Te Puke",19,2802639,6374061,1892446,5812574,"North",1,"Te Puke",39,"Western Bay of Plenty District",22,"Bay of Plenty RTO",5,"Bay of Plenty Region",4,176.320889506632,-37.7874239345328,"ivs_iti5_390190","Bay of Plenty RTO"
400010,"Mt / Mount Maunganui","ivs_iti4_400010","Mt / Mount Maunganui",1,2791532,6392492,1879943,5830355,"North",1,"Tauranga",40,"Tauranga City",23,"Bay of Plenty RTO",5,"Bay of Plenty Region",4,176.17228011142,-37.6313192947436,"ivs_iti5_400010","Bay of Plenty RTO"
400060,"Tauranga","ivs_iti4_400060","Tauranga",6,2787351,6383960,1877131,5822456,"North",1,"Tauranga",40,"Tauranga City",23,"Bay of Plenty RTO",5,"Bay of Plenty Region",4,176.143458861542,-37.7032610320288,"ivs_iti5_400060","Bay of Plenty RTO"
420020,"Okere Falls","ivs_iti4_420020","Okere Falls",2,2803034,6348495,1892880,5786989,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Bay of Plenty Region",4,176.336198230022,-38.017493264118,"ivs_iti5_420020","Rotorua RTO"
420055,"Waimangu Volcanic Valley","ivs_iti4_420055","Waimangu Volcanic Valley",55,2806294,6318297,1896184,5756770,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Bay of Plenty Region",4,176.386336608261,-38.2882986866923,"ivs_iti5_420055","Rotorua RTO"
420100,"Ngongotaha","ivs_iti4_420100","Ngongotaha",10,2790494,6337755,1880346,5776223,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Bay of Plenty Region",4,176.197851446072,-38.1183364865848,"ivs_iti5_420100","Rotorua RTO"
420130,"Rotorua","ivs_iti4_420130","Rotorua",13,2794426,6334898,1884285,5773369,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Bay of Plenty Region",4,176.243854481346,-38.1427863993074,"ivs_iti5_420130","Rotorua RTO"
420145,"Lake Rotoma","ivs_iti4_420145","Lake Rotoma",145,2823869,6343334,1913740,5781853,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Bay of Plenty Region",4,176.575651201446,-38.0567155365958,"ivs_iti5_420145","Rotorua RTO"
420185,"Lake Tarawera","ivs_iti4_420185","Lake Tarawera",185,2805802,6327483,1895679,5765963,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Bay of Plenty Region",4,176.376739117841,-38.2057574040875,"ivs_iti5_420185","Rotorua RTO"
420260,"Reporoa","ivs_iti4_420260","Reporoa",26,2800938,6302021,1890843,5740474,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Waikato Region",3,176.332089965543,-38.4366613302924,"ivs_iti5_420260","Rotorua RTO"
420265,"Blue Lake","ivs_iti4_420265","Blue Lake",265,2802098,6329647,1891969,5768124,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Waikato Region",3,176.333548983509,-38.1875247159413,"ivs_iti5_420265","Rotorua RTO"
420280,"Waiotapu","ivs_iti4_420280","Waiotapu",28,2804125,6312625,1894020,5751091,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Waikato Region",3,176.363997094513,-38.3401030573062,"ivs_iti5_420280","Rotorua RTO"
420300,"Lake Rotoiti ( Rotorua )","ivs_iti4_420300","Lake Rotoiti",30,2814544,6343690,1904407,5782196,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Bay of Plenty Region",4,176.469320933244,-38.056815874979,"ivs_iti5_420300","Rotorua RTO"
420310,"Mourea","ivs_iti4_420310","Mourea",31,2802525,6345464,1892375,5783954,"North",1,"Rotorua",42,"Rotorua District",24,"Rotorua RTO",6,"Bay of Plenty Region",4,176.331692748985,-38.0449639310742,"ivs_iti5_420310","Rotorua RTO"
430060,"Ruatahuna","ivs_iti4_430060","Ruatahuna",6,2854037,6280236,1944017,5718725,"North",1,"Te Urewera National Park ( Whakatane ) ",43,"Whakatane District",25,"Kawerau-Whakatane",8,"Bay of Plenty Region",4,176.950745161287,-38.6133108288887,"ivs_iti5_430060","Kawerau-Whakatane"
440020,"Matata","ivs_iti4_440020","Matata",2,2840618,6361026,1930480,5799587,"North",1,"Kawerau-Whakatane",44,"Whakatane District",25,"Kawerau-Whakatane",8,"Bay of Plenty Region",4,176.757913596716,-37.8912710012729,"ivs_iti5_440020","Kawerau-Whakatane"
440050,"Whakatane","ivs_iti4_440050","Whakatane",5,2860134,6352104,1950031,5790685,"North",1,"Kawerau-Whakatane",44,"Whakatane District",25,"Kawerau-Whakatane",8,"Bay of Plenty Region",4,176.984072974268,-37.9640090306482,"ivs_iti5_440050","Kawerau-Whakatane"
440060,"Ohope Beach","ivs_iti4_440060","Ohope Beach",6,2864500,6352100,1955012,5790111,"North",1,"Kawerau-Whakatane",44,"Whakatane District",25,"Kawerau-Whakatane",8,"Bay of Plenty Region",4,177.040921390876,-37.9672371967616,"ivs_iti5_440060","Kawerau-Whakatane"
440200,"Kawerau","ivs_iti4_440200","Kawerau",20,2835072,6339463,1924960,5777994,"North",1,"Kawerau-Whakatane",44,"Kawerau District",26,"Kawerau-Whakatane",8,"Bay of Plenty Region",4,176.70503469473,-38.0874661899743,"ivs_iti5_440200","Kawerau-Whakatane"
440220,"Waimana","ivs_iti4_440220","Waimana",22,2867014,6332145,1956948,5770712,"North",1,"Kawerau-Whakatane",44,"Whakatane District",25,"Kawerau-Whakatane",8,"Bay of Plenty Region",4,177.072575235562,-38.1408767376433,"ivs_iti5_440220","Kawerau-Whakatane"
440280,"Murupara","ivs_iti4_440280","Murupara",28,2833282,6298674,1923220,5737161,"North",1,"Kawerau-Whakatane",44,"Whakatane District",25,"Kawerau-Whakatane",8,"Bay of Plenty Region",4,176.703865478839,-38.4553295747199,"ivs_iti5_440280","Kawerau-Whakatane"
460040,"Waihau Bay","ivs_iti4_460040","Waihau Bay",4,2943673,6386726,2033473,5824534,"North",1,"Opotiki",46,"Opotiki District",27,"Eastland RTO",9,"Bay of Plenty Region",4,177.910690736711,-37.6241043642805,"ivs_iti5_460040","Gisborne RTO"
460060,"Te Kaha","ivs_iti4_460060","Te Kaha",6,2922612,6373920,2012561,5812633,"North",1,"Opotiki",46,"Opotiki District",27,"Eastland RTO",9,"Bay of Plenty Region",4,177.681255780798,-37.7406294114957,"ivs_iti5_460060","Gisborne RTO"
460080,"Omaio","ivs_iti4_460080","Omaio",8,2918010,6365983,2007965,5804676,"North",1,"Opotiki",46,"Opotiki District",27,"Eastland RTO",9,"Bay of Plenty Region",4,177.633732672773,-37.8141709123591,"ivs_iti5_460080","Gisborne RTO"
460090,"Whitianga ( Opotiki )","ivs_iti4_460090","Whitianga (Opotiki)",9,2914545,6362994,2004499,5801676,"North",1,"Opotiki",46,"Opotiki District",27,"Eastland RTO",9,"Bay of Plenty Region",4,177.596157218154,-37.8426640528393,"ivs_iti5_460090","Gisborne RTO"
460150,"Opotiki","ivs_iti4_460150","Opotiki",15,2886394,6345859,1976334,5784472,"North",1,"Opotiki",46,"Opotiki District",27,"Eastland RTO",9,"Bay of Plenty Region",4,177.285964740612,-38.0093389189852,"ivs_iti5_460150","Gisborne RTO"
460220,"Wairata","ivs_iti4_460220","Wairata",22,2889387,6316030,1979372,5754605,"North",1,"Opotiki",46,"Opotiki District",27,"Eastland RTO",9,"Bay of Plenty Region",4,177.336361385054,-38.2764857908158,"ivs_iti5_460220","Gisborne RTO"
470030,"Hicks Bay","ivs_iti4_470030","Hicks Bay",3,2978527,6388686,2066945,5827209,"North",1,"East Cape",47,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,178.286753758892,-37.5837275988373,"ivs_iti5_470030","Gisborne RTO"
470080,"Tikitiki","ivs_iti4_470080","Tikitiki",8,2986574,6364056,2076663,5802862,"North",1,"East Cape",47,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,178.412238817155,-37.7972250364531,"ivs_iti5_470080","Gisborne RTO"
470090,"Ruatoria","ivs_iti4_470090","Ruatoria",9,2977667,6353827,2067754,5792595,"North",1,"East Cape",47,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,178.318117800992,-37.8939629899715,"ivs_iti5_470090","Gisborne RTO"
470140,"Te Puia Springs","ivs_iti4_470140","Te Puia Springs",14,2975919,6336073,2066030,5774800,"North",1,"East Cape",47,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,178.310119533698,-38.0545426038444,"ivs_iti5_470140","Gisborne RTO"
470170,"Tokomaru Bay","ivs_iti4_470170","Tokomaru Bay",17,2978187,6326859,2065662,5765408,"North",1,"East Cape",47,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,178.312058070183,-38.1390154379432,"ivs_iti5_470170","Gisborne RTO"
480010,"Motu","ivs_iti4_480010","Motu",1,2908289,6317087,1998301,5755688,"North",1,"Gisborne",48,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,177.551502305981,-38.2585679582725,"ivs_iti5_480010","Gisborne RTO"
480040,"Matawai","ivs_iti4_480040","Matawai",4,2906483,6306285,1996505,5744867,"North",1,"Gisborne",48,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,177.537103468541,-38.356579037956,"ivs_iti5_480040","Gisborne RTO"
480060,"Tolaga Bay","ivs_iti4_480060","Tolaga Bay",6,2974827,6301306,2063533,5738430,"North",1,"Gisborne",48,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,178.305495246126,-38.3822083820187,"ivs_iti5_480060","Gisborne RTO"
480190,"Gisborne","ivs_iti4_480190","Gisborne",19,2947131,6269673,2037260,5708234,"North",1,"Gisborne",48,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,178.024741085583,-38.666506174576,"ivs_iti5_480190","Gisborne RTO"
480230,"Tiniroto","ivs_iti4_480230","Tiniroto",23,2906728,6259997,1996797,5698508,"North",1,"Gisborne",48,"Gisborne District",28,"Eastland RTO",9,"Gisborne Region",5,177.566771844984,-38.7729164722715,"ivs_iti5_480230","Gisborne RTO"
490010,"Te Urewera National Park ( Wairoa )","ivs_iti4_490010","Te Urewera National Park",1,2861996,6265420,1952000,5703900,"North",1,"Te Urewera National Park ( Wairoa ) ",49,"Wairoa District",29,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,177.049728804803,-38.7434488325191,"ivs_iti5_490010","Hawke's Bay RTO"
490020,"Waikaremoana","ivs_iti4_490020","Waikaremoana",2,2871069,6263543,1961086,5702029,"North",1,"Te Urewera National Park ( Wairoa ) ",49,"Wairoa District",29,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,177.1549866097,-38.7566000464423,"ivs_iti5_490020","Hawke's Bay RTO"
500070,"Morere","ivs_iti4_500070","Morere",7,2924433,6235828,2014547,5674314,"North",1,"Wairoa",50,"Wairoa District",29,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,177.784993374154,-38.9820300420616,"ivs_iti5_500070","Hawke's Bay RTO"
500090,"Wairoa","ivs_iti4_500090","Wairoa",9,2892811,6230809,1982881,5669267,"North",1,"Wairoa",50,"Wairoa District",29,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,177.423367978843,-39.0417820126525,"ivs_iti5_500090","Hawke's Bay RTO"
500150,"Waihua","ivs_iti4_500150","Waihua",15,2880105,6226532,1970161,5664977,"North",1,"Wairoa",50,"Wairoa District",29,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,177.279135394129,-39.0858090793427,"ivs_iti5_500150","Hawke's Bay RTO"
500180,"Mohaka","ivs_iti4_500180","Mohaka",18,2872892,6223711,1962941,5662148,"North",1,"Wairoa",50,"Wairoa District",29,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,177.197391743528,-39.1142643697235,"ivs_iti5_500180","Hawke's Bay RTO"
500190,"Mahia","ivs_iti4_500190","Mahia",19,2934836,6223550,2024974,5662022,"North",1,"Wairoa",50,"Wairoa District",29,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,177.912596255646,-39.0873976364861,"ivs_iti5_500190","Hawke's Bay RTO"
510070,"Tutira","ivs_iti4_510070","Tutira",7,2844929,6214784,1934951,5653194,"North",1,"Hastings",51,"Hastings District",30,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.878834432145,-39.2059652117939,"ivs_iti5_510070","Hawke's Bay RTO"
510150,"Whirinaki ( Hastings )","ivs_iti4_510150","Whirinaki",15,2845450,6195520,1934816,5634472,"North",1,"Hastings",51,"Hastings District",30,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.886581830417,-39.374331434943,"ivs_iti5_510150","Hawke's Bay RTO"
510215,"Cape Kidnappers","ivs_iti4_510215","Cape Kidnappers",215,2855541,6162226,1945595,5600587,"North",1,"Hastings",51,"Hastings District",30,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,177.029012097161,-39.6746575015963,"ivs_iti5_510215","Hawke's Bay RTO"
510220,"Clive","ivs_iti4_510220","Clive",22,2846003,6172423,1936045,5610791,"North",1,"Hastings",51,"Hastings District",30,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.912745553389,-39.5867376474132,"ivs_iti5_510220","Hawke's Bay RTO"
510270,"Te Awanga","ivs_iti4_510270","Te Awanga",27,2851730,6166875,1941779,5605239,"North",1,"Hastings",51,"Hastings District",30,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.982222111153,-39.6343767841444,"ivs_iti5_510270","Hawke's Bay RTO"
510290,"Hastings","ivs_iti4_510290","Hastings",29,2839863,6166547,1929901,5604907,"North",1,"Hastings",51,"Hastings District",30,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.84428953736,-39.6420207895589,"ivs_iti5_510290","Hawke's Bay RTO"
510310,"Havelock North","ivs_iti4_510310","Havelock North",31,2842797,6163281,1932838,5601639,"North",1,"Hastings",51,"Hastings District",30,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.880085366064,-39.6702619921482,"ivs_iti5_510310","Hawke's Bay RTO"
510340,"Ocean Beach ( Hastings )","ivs_iti4_510340","Ocean Beach",34,2853556,6154552,1943610,5592904,"North",1,"Hastings",51,"Hastings District",30,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,177.009926390733,-39.7445135940869,"ivs_iti5_510340","Hawke's Bay RTO"
510370,"Waimarama","ivs_iti4_510370","Waimarama",37,2851381,6146803,1941434,5585147,"North",1,"Hastings",51,"Hastings District",30,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.988620031474,-39.8151096285104,"ivs_iti5_510370","Hawke's Bay RTO"
530010,"Bay View","ivs_iti4_530010","Bay View",1,2843897,6191119,1933281,5629312,"North",1,"Napier",53,"Napier City",31,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.871368746675,-39.4213139711599,"ivs_iti5_530010","Hawke's Bay RTO"
530030,"Napier","ivs_iti4_530030","Napier",3,2846805,6182993,1936844,5621372,"North",1,"Napier",53,"Napier City",31,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.916670327511,-39.4913074058074,"ivs_iti5_530030","Hawke's Bay RTO"
540010,"Wakarara","ivs_iti4_540010","Wakarara",1,2789185,6153066,1879187,5591401,"North",1,"Waipawa",54,"Central Hawke's Bay District",32,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.260025205275,-39.7815674769463,"ivs_iti5_540010","Hawke's Bay RTO"
540040,"Otane","ivs_iti4_540040","Otane",4,2820688,6139260,1910716,5577592,"North",1,"Waipawa",54,"Central Hawke's Bay District",32,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.63407173915,-39.8948193795668,"ivs_iti5_540040","Hawke's Bay RTO"
540090,"Waipawa","ivs_iti4_540090","Waipawa",9,2816832,6134124,1906857,5572452,"North",1,"Waipawa",54,"Central Hawke's Bay District",32,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.591438507279,-39.9424440812288,"ivs_iti5_540090","Hawke's Bay RTO"
540120,"Waipukurau","ivs_iti4_540120","Waipukurau",12,2813430,6128295,1903454,5566618,"North",1,"Waipawa",54,"Central Hawke's Bay District",32,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.554402224995,-39.9961325576201,"ivs_iti5_540120","Hawke's Bay RTO"
540130,"Takapau","ivs_iti4_540130","Takapau",13,2794849,6125396,1884861,5563715,"North",1,"Waipawa",54,"Central Hawke's Bay District",32,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.338252939711,-40.0287152131888,"ivs_iti5_540130","Hawke's Bay RTO"
540180,"Porangahau","ivs_iti4_540180","Porangahau",18,2817024,6094179,1907051,5532478,"North",1,"Waipawa",54,"Central Hawke's Bay District",32,"Hawke's Bay RTO",11,"Hawke's Bay Region",6,176.61270476547,-40.3018104411256,"ivs_iti5_540180","Hawke's Bay RTO"
550010,"Egmont National Park ( New Plymouth )","ivs_iti4_550010","Egmont National Park",1,2601569,6215050,1691500,5653300,"North",1,"Egmont National Park ( New Plymouth ) ",55,"New Plymouth District",33,"Taranaki RTO",10,"Taranaki Region",7,174.060635396417,-39.2648140781411,"ivs_iti5_550010","Taranaki RTO"
550020,"Mt / Mount Taranaki ( Egmont National Park ( New Plymouth )  )","ivs_iti4_550020","Mount Taranaki",2,2601888,6209596,1691659,5650449,"North",1,"Egmont National Park ( New Plymouth ) ",55,"New Plymouth District",33,"Taranaki RTO",10,"Taranaki Region",7,174.062866264956,-39.2904830014246,"ivs_iti5_550020","Taranaki RTO"
