"IVS1_Code","IVS1_Label","ivs_iti4","IVS2_Label","Location","N2SpTFA","NZMGE","NZMGN","NZTM.E","NZTM.N","Island","Is.Code","TFA","TFA.Code","Territorial.Authority","TLA.code","RTO","RTO.code","Region","Region.code","DTS.Frequency..I.","DTS.Frequency..II.","ivs_iti5","RTO_mbiemaps"
870090,"Elaine Bay","ivs_iti4_870090","Elaine Bay","Elaine Bay",9,"2574776","6016738","1664228","5454268","South",2,"Picton and Marlborough Sounds",87,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,7,7,"ivs_iti5_870090","Marlborough RTO"
870120,"Endeavour Inlet","ivs_iti4_870120","Endeavour Inlet","Endeavour Inlet",12,"2609052","6012780","1699038","5451069","South",2,"Picton and Marlborough Sounds",87,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,5,5,"ivs_iti5_870120","Marlborough RTO"
870210,"Portage","ivs_iti4_870210","Portage","Portage",21,"2596969","6000386","1686957","5438678","South",2,"Picton and Marlborough Sounds",87,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,19,19,"ivs_iti5_870210","Marlborough RTO"
870260,"Anakiwa","ivs_iti4_870260","Anakiwa","Anakiwa",26,"2586217","5993015","1676207","5431309","South",2,"Picton and Marlborough Sounds",87,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,8,8,"ivs_iti5_870260","Marlborough RTO"
870290,"Havelock","ivs_iti4_870290","Havelock","Havelock",29,"2574271","5991904","1664264","5430199","South",2,"Picton and Marlborough Sounds",87,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,128,106,"ivs_iti5_870290","Marlborough RTO"
870330,"Pelorus Bridge","ivs_iti4_870330","Pelorus Bridge","Pelorus Bridge",33,"2557145","5989839","1647143","5428135","South",2,"Picton and Marlborough Sounds",87,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,16,16,"ivs_iti5_870330","Marlborough RTO"
870350,"Picton","ivs_iti4_870350","Picton","Picton",35,"2594155","5989700","1684143","5427994","South",2,"Picton and Marlborough Sounds",87,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,607,519,"ivs_iti5_870350","Marlborough RTO"
870360,"Marlborough","ivs_iti4_870360","Marlborough","Marlborough",36,"2593749","5989355","1683738","5427649","South",2,"Picton and Marlborough Sounds",87,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,172,162,"ivs_iti5_870360","Marlborough RTO"
870390,"Koromiko","ivs_iti4_870390","Koromiko","Koromiko",39,"2589795","5984603","1679784","5422898","South",2,"Picton and Marlborough Sounds",87,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,3,2,"ivs_iti5_870390","Marlborough RTO"
880010,"Rarangi","ivs_iti4_880010","Rarangi","Rarangi",1,"2597422","5978725","1687409","5417021","South",2,"Blenheim",88,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,1,1,"ivs_iti5_880010","Marlborough RTO"
880060,"Renwick","ivs_iti4_880060","Renwick","Renwick",6,"2578932","5965949","1668922","5404250","South",2,"Blenheim",88,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,35,16,"ivs_iti5_880060","Marlborough RTO"
880070,"Blenheim","ivs_iti4_880070","Blenheim","Blenheim",7,"2589697","5964994","1679684","5403294","South",2,"Blenheim",88,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,1572,830,"ivs_iti5_880070","Marlborough RTO"
880090,"Wairau Valley","ivs_iti4_880090","Wairau Valley","Wairau Valley",9,"2554011","5960586","1644008","5398890","South",2,"Blenheim",88,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,24,17,"ivs_iti5_880090","Marlborough RTO"
880125,"Molesworth","ivs_iti4_880125","Molesworth","Molesworth",125,"2528088","5906543","1618086","5344868","South",2,"Blenheim",88,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,NA,NA,"ivs_iti5_880125","Marlborough RTO"
880130,"Seddon","ivs_iti4_880130","Seddon","Seddon",13,"2599505","5947976","1689488","5386279","South",2,"Blenheim",88,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,22,11,"ivs_iti5_880130","Marlborough RTO"
880150,"Lake Grassmere","ivs_iti4_880150","Lake Grassmere","Lake Grassmere",15,"2603713","5942662","1693694","5380965","South",2,"Blenheim",88,"Marlborough District",53,"Marlborough RTO",18,"Marlborough Region",18,4,4,"ivs_iti5_880150","Marlborough RTO"
890020,"Kekerengu","ivs_iti4_890020","Kekerengu","Kekerengu",2,"2593722","5911012","1683700","5349325","South",2,"Kaikoura",89,"Kaikoura District",54,"Canterbury RTO",20,"Canterbury Region",13,7,4,"ivs_iti5_890020","Christchurch"
890040,"Clarence","ivs_iti4_890040","Clarence","Clarence",4,"2586811","5894133","1676787","5332453","South",2,"Kaikoura",89,"Kaikoura District",54,"Canterbury RTO",20,"Canterbury Region",13,4,4,"ivs_iti5_890040","Christchurch"
890050,"Mangamaunu","ivs_iti4_890050","Mangamaunu","Mangamaunu",5,"2571671","5878503","1661649","5316831","South",2,"Kaikoura",89,"Kaikoura District",54,"Canterbury RTO",20,"Canterbury Region",13,1,1,"ivs_iti5_890050","Christchurch"
890060,"Kaikoura","ivs_iti4_890060","Kaikoura","Kaikoura",6,"2566139","5866650","1656117","5304983","South",2,"Kaikoura",89,"Kaikoura District",54,"Canterbury RTO",20,"Canterbury Region",13,660,514,"ivs_iti5_890060","Christchurch"
890080,"Goose Bay","ivs_iti4_890080","Goose Bay","Goose Bay",8,"2553647","5858395","1642977","5296732","South",2,"Kaikoura",89,"Kaikoura District",54,"Canterbury RTO",20,"Canterbury Region",13,7,7,"ivs_iti5_890080","Christchurch"
900010,"Kahurangi National Park ( Buller )","ivs_iti4_900010","Kahurangi National Park","Kahurangi National Park ( Buller )",1,"2454964","6003703","1545000","5442000","South",2,"Kahurangi National Park ( Buller ) ",90,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_900010","West Coast RTO"
910010,"Paparoa National Park","ivs_iti4_910010","Paparoa National Park","Paparoa National Park",1,"2372400","5898550","1462448","5336905","South",2,"Paparoa National Park",91,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_910010","West Coast RTO"
910020,"Charleston","ivs_iti4_910020","Charleston","Charleston",2,"2380359","5921157","1470411","5359502","South",2,"Paparoa National Park",91,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,12,9,"ivs_iti5_910020","West Coast RTO"
910050,"Punakaiki","ivs_iti4_910050","Punakaiki","Punakaiki",5,"2372400","5898550","1462448","5336905","South",2,"Paparoa National Park",91,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,73,71,"ivs_iti5_910050","West Coast RTO"
920010,"Karamea","ivs_iti4_920010","Karamea","Karamea",1,"2435397","5995263","1525441","5433566","South",2,"Karamea",92,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,60,42,"ivs_iti5_920010","West Coast RTO"
920020,"Little Wanganui","ivs_iti4_920020","Little Wanganui","Little Wanganui",2,"2432482","5980617","1522526","5418927","South",2,"Karamea",92,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,7,6,"ivs_iti5_920020","West Coast RTO"
930020,"Ngakawau","ivs_iti4_930020","Ngakawau","Ngakawau",2,"2416018","5954401","1506064","5392725","South",2,"Westport",93,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,1,1,"ivs_iti5_930020","West Coast RTO"
930080,"Cape Foulwind","ivs_iti4_930080","Cape Foulwind","Cape Foulwind",8,"2383815","5938367","1473870","5376705","South",2,"Westport",93,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,7,3,"ivs_iti5_930080","West Coast RTO"
930090,"Westport","ivs_iti4_930090","Westport","Westport",9,"2393980","5937784","1484031","5376120","South",2,"Westport",93,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,500,265,"ivs_iti5_930090","West Coast RTO"
930110,"Inangahua","ivs_iti4_930110","Inangahua","Inangahua",11,"2423153","5927024","1513191","5365357","South",2,"Westport",93,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,9,6,"ivs_iti5_930110","West Coast RTO"
930140,"Reefton","ivs_iti4_930140","Reefton","Reefton",14,"2416262","5898472","1506297","5336817","South",2,"Westport",93,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,152,97,"ivs_iti5_930140","West Coast RTO"
930160,"Ikamatua","ivs_iti4_930160","Ikamatua","Ikamatua",16,"2401385","5881615","1491421","5319968","South",2,"Westport",93,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,10,8,"ivs_iti5_930160","West Coast RTO"
940030,"Springs Junction","ivs_iti4_940030","Springs Junction","Springs Junction",3,"2442705","5874639","1532727","5312987","South",2,"Lewis Pass",94,"Buller District",55,"West Coast RTO",25,"West Coast Region",12,38,26,"ivs_iti5_940030","West Coast RTO"
950010,"Barrytown","ivs_iti4_950010","Barrytown","Barrytown",1,"2371875","5883430","1461920","5321789","South",2,"Greymouth",95,"Grey District",56,"West Coast RTO",25,"West Coast Region",12,6,5,"ivs_iti5_950010","West Coast RTO"
950050,"Ahaura","ivs_iti4_950050","Ahaura","Ahaura",5,"2389535","5872547","1479573","5310905","South",2,"Greymouth",95,"Grey District",56,"West Coast RTO",25,"West Coast Region",12,2,1,"ivs_iti5_950050","West Coast RTO"
950070,"Blackball","ivs_iti4_950070","Blackball","Blackball",7,"2379352","5870714","1469392","5309075","South",2,"Greymouth",95,"Grey District",56,"West Coast RTO",25,"West Coast Region",12,18,13,"ivs_iti5_950070","West Coast RTO"
950080,"Rapahoe","ivs_iti4_950080","Rapahoe","Rapahoe",8,"2365246","5868907","1455289","5307271","South",2,"Greymouth",95,"Grey District",56,"West Coast RTO",25,"West Coast Region",12,3,3,"ivs_iti5_950080","West Coast RTO"
950150,"Greymouth","ivs_iti4_950150","Greymouth","Greymouth",15,"2362703","5860146","1452744","5298512","South",2,"Greymouth",95,"Grey District",56,"West Coast RTO",25,"West Coast Region",12,909,551,"ivs_iti5_950150","West Coast RTO"
950220,"Moana","ivs_iti4_950220","Moana","Moana",22,"2385659","5846901","1475693","5285266","South",2,"Greymouth",95,"Grey District",56,"West Coast RTO",25,"West Coast Region",12,46,42,"ivs_iti5_950220","West Coast RTO"
950280,"Inchbonnie","ivs_iti4_950280","Inchbonnie","Inchbonnie",28,"2384859","5830319","1474890","5268687","South",2,"Greymouth",95,"Grey District",56,"West Coast RTO",25,"West Coast Region",12,4,1,"ivs_iti5_950280","West Coast RTO"
960010,"Arthur's Pass National Park ( Westland )","ivs_iti4_960010","Arthur's Pass National Park","Arthur's Pass National Park ( Westland )",1,"2395273","5818631","1485300","5257000","South",2,"Arthur's Pass National Park ( Westland ) ",96,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_960010","West Coast RTO"
960020,"Otira","ivs_iti4_960020","Otira","Otira",2,"2392059","5818775","1482087","5257145","South",2,"Arthur's Pass National Park ( Westland ) ",96,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,2,2,"ivs_iti5_960020","West Coast RTO"
960025,"Jacksons","ivs_iti4_960025","Jacksons","Jacksons",25,"2387688","5828196","1477718","5266565","South",2,"Arthur's Pass National Park ( Westland ) ",96,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_960025","West Coast RTO"
970010,"Mt / Mount Aspiring National Park ( Westland )","ivs_iti4_970010","Mt / Mount Aspiring National Park","Mt / Mount Aspiring National Park ( Westland )",1,"2183824","5671666","1273800","5110000","South",2,"Mt / Mount Aspiring National Park ( Westland ) ",97,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_970010","West Coast RTO"
970015,"Makarora (Mt / Mount Aspiring National Park ( Westland )) ","ivs_iti4_970015","Makarora","Makarora (Mt / Mount Aspiring National Park ( Westland )) ",15,"2208924","5656646","1298923","5094974","South",2,"Mt / Mount Aspiring National Park ( Westland ) ",97,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_970015","West Coast RTO"
980010,"Westland Tai Poutini National Park  ( Fox Glacier )","ivs_iti4_980010","Westland Tai Poutini National Park ","Westland Tai Poutini National Park  ( Fox Glacier )",1,"2265980","5752217","1356000","5190600","South",2,"Fox Glacier",98,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_980010","West Coast RTO"
980020,"Gillespies Beach","ivs_iti4_980020","Gillespies Beach","Gillespies Beach",2,"2252469","5749632","1342485","5188015","South",2,"Fox Glacier",98,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,2,2,"ivs_iti5_980020","West Coast RTO"
980030,"Fox Glacier","ivs_iti4_980030","Fox Glacier","Fox Glacier",3,"2268914","5744739","1358935","5183120","South",2,"Fox Glacier",98,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,88,78,"ivs_iti5_980030","West Coast RTO"
980050,"Copland Glacier","ivs_iti4_980050","Copland Glacier","Copland Glacier",5,"2274461","5725965","1364482","5164340","South",2,"Fox Glacier",98,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,1,1,"ivs_iti5_980050","West Coast RTO"
980060,"Lake Matheson","ivs_iti4_980060","Lake Matheson","Lake Matheson",6,"2264055","5745698","1354099","5184028","South",2,"Fox Glacier",98,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_980060","West Coast RTO"
990030,"Okarito","ivs_iti4_990030","Okarito","Okarito",3,"2279296","5771846","1369322","5210232","South",2,"Franz Josef Glacier",99,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,9,9,"ivs_iti5_990030","West Coast RTO"
990080,"Franz Josef","ivs_iti4_990080","Franz Josef","Franz Josef",8,"2281690","5753847","1371714","5192229","South",2,"Franz Josef Glacier",99,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_990080","West Coast RTO"
1000040,"Goldsborough ( Waimea ) ","ivs_iti4_1000040","Goldsborough","Goldsborough ( Waimea ) ",4,"2355452","5834877","1445489","5273249","South",2,"Hokitika",100,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,1,1,"ivs_iti5_1000040","West Coast RTO"
1000050,"Hokitika","ivs_iti4_1000050","Hokitika","Hokitika",5,"2343876","5830051","1433914","5268426","South",2,"Hokitika",100,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,529,329,"ivs_iti5_1000050","West Coast RTO"
1000110,"Ross","ivs_iti4_1000110","Ross","Ross",11,"2331615","5810094","1421650","5248474","South",2,"Hokitika",100,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,31,18,"ivs_iti5_1000110","West Coast RTO"
1000150,"Harihari ( Hokitika )","ivs_iti4_1000150","Harihari","Harihari ( Hokitika )",15,"2311081","5781548","1401112","5219931","South",2,"Hokitika",100,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,19,9,"ivs_iti5_1000150","West Coast RTO"
1000180,"Lake Mahinapua","ivs_iti4_1000180","Lake Mahinapua","Lake Mahinapua",18,"2338494","5821530","1428531","5259907","South",2,"Hokitika",100,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,NA,NA,"ivs_iti5_1000180","West Coast RTO"
1010020,"Lake Moeraki","ivs_iti4_1010020","Lake Moeraki","Lake Moeraki",2,"2209704","5714542","1299697","5152910","South",2,"Haast",101,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,11,11,"ivs_iti5_1010020","West Coast RTO"
1010030,"Lake Paringa","ivs_iti4_1010030","Lake Paringa","Lake Paringa",3,"2220018","5714540","1310017","5152909","South",2,"Haast",101,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,3,3,"ivs_iti5_1010030","West Coast RTO"
1010040,"Haast","ivs_iti4_1010040","Haast","Haast",4,"2192172","5695422","1282152","5133777","South",2,"Haast",101,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,112,106,"ivs_iti5_1010040","West Coast RTO"
1010060,"Jackson Bay","ivs_iti4_1010060","Jackson Bay","Jackson Bay",6,"2158162","5683471","1248112","5121814","South",2,"Haast",101,"Westland District",57,"West Coast RTO",25,"West Coast Region",12,6,6,"ivs_iti5_1010060","West Coast RTO"
1020040,"Hanmer Springs","ivs_iti4_1020040","Hanmer Springs","Hanmer Springs",4,"2496101","5853728","1586103","5292075","South",2,"Hanmer Springs",102,"Hurunui District",58,"Hurunui RTO / Canterbury RTO",21,"Canterbury Region",13,753,720,"ivs_iti5_1020040","North Canterbury"
1020070,"Waiau","ivs_iti4_1020070","Waiau","Waiau",7,"2513789","5839478","1603782","5277828","South",2,"Hanmer Springs",102,"Hurunui District",58,"Hurunui RTO / Canterbury RTO",21,"Canterbury Region",13,55,43,"ivs_iti5_1020070","North Canterbury"
1020130,"Culverden","ivs_iti4_1020130","Culverden","Culverden",13,"2497814","5825978","1587811","5264335","South",2,"Hanmer Springs",102,"Hurunui District",58,"Hurunui RTO / Canterbury RTO",21,"Canterbury Region",13,99,46,"ivs_iti5_1020130","North Canterbury"
1020140,"Cheviot","ivs_iti4_1020140","Cheviot","Cheviot",14,"2532184","5821670","1622168","5260024","South",2,"Hanmer Springs",102,"Hurunui District",58,"Hurunui RTO / Canterbury RTO",21,"Canterbury Region",13,167,95,"ivs_iti5_1020140","North Canterbury"
1020290,"Motunau Beach","ivs_iti4_1020290","Motunau Beach","Motunau Beach",29,"2516246","5795412","1606233","5233778","South",2,"Hanmer Springs",102,"Hurunui District",58,"Hurunui RTO / Canterbury RTO",21,"Canterbury Region",13,20,20,"ivs_iti5_1020290","North Canterbury"
1020300,"Waipara","ivs_iti4_1020300","Waipara","Waipara",30,"2490517","5794567","1580514","5232935","South",2,"Hanmer Springs",102,"Hurunui District",58,"Hurunui RTO / Canterbury RTO",21,"Canterbury Region",13,71,47,"ivs_iti5_1020300","North Canterbury"
1030030,"Amberley","ivs_iti4_1030030","Amberley","Amberley",3,"2487839","5783507","1577836","5221880","South",2,"Amberley",103,"Hurunui District",58,"Hurunui RTO / Canterbury RTO",21,"Canterbury Region",13,261,138,"ivs_iti5_1030030","North Canterbury"
1030040,"Amberley Beach","ivs_iti4_1030040","Amberley Beach","Amberley Beach",4,"2492038","5781496","1582034","5219869","South",2,"Amberley",103,"Hurunui District",58,"Hurunui RTO / Canterbury RTO",21,"Canterbury Region",13,1,1,"ivs_iti5_1030040","North Canterbury"
1030070,"Leithfield Beach","ivs_iti4_1030070","Leithfield Beach","Leithfield Beach",7,"2489709","5776906","1579705","5215281","South",2,"Amberley",103,"Hurunui District",58,"Hurunui RTO / Canterbury RTO",21,"Canterbury Region",13,1,1,"ivs_iti5_1030070","North Canterbury"
1040100,"Waikuku Beach","ivs_iti4_1040100","Waikuku Beach","Waikuku Beach",10,"2487000","5768600","1576997","5206978","South",2,"Rangiora",104,"Waimakariri District",59,"Canterbury RTO",20,"Canterbury Region",13,2,0,"ivs_iti5_1040100","Christchurch"
1040140,"Oxford","ivs_iti4_1040140","Oxford","Oxford",14,"2444234","5767173","1534246","5205552","South",2,"Rangiora",104,"Waimakariri District",59,"Canterbury RTO",20,"Canterbury Region",13,202,97,"ivs_iti5_1040140","Christchurch"
1040150,"Rangiora","ivs_iti4_1040150","Rangiora","Rangiora",15,"2475194","5766287","1565195","5204666","South",2,"Rangiora",104,"Waimakariri District",59,"Canterbury RTO",20,"Canterbury Region",13,481,146,"ivs_iti5_1040150","Christchurch"
1040170,"Woodend","ivs_iti4_1040170","Woodend","Woodend",17,"2482295","5765386","1572294","5203766","South",2,"Rangiora",104,"Waimakariri District",59,"Canterbury RTO",20,"Canterbury Region",13,69,23,"ivs_iti5_1040170","Christchurch"
1040280,"Kaiapoi","ivs_iti4_1040280","Kaiapoi","Kaiapoi",28,"2481822","5758188","1571821","5196570","South",2,"Rangiora",104,"Waimakariri District",59,"Canterbury RTO",20,"Canterbury Region",13,176,68,"ivs_iti5_1040280","Christchurch"
1050140,"Christchurch","ivs_iti4_1050140","Christchurch","Christchurch",14,"2480605","5741733","1570605","5180121","South",2,"Christchurch",105,"Christchurch City",60,"Canterbury RTO",20,"Canterbury Region",13,11141,5251,"ivs_iti5_1050140","Christchurch"
1060080,"Port Levy","ivs_iti4_1060080","Port Levy","Port Levy",8,"2495542","5728693","1584506","5167032","South",2,"Akaroa",106,"Christchurch City",60,"Canterbury RTO",20,"Canterbury Region",13,12,9,"ivs_iti5_1060080","Christchurch"
1060120,"Okains Bay","ivs_iti4_1060120","Okains Bay","Okains Bay",12,"2513490","5721704","1603476","5160102","South",2,"Akaroa",106,"Christchurch City",60,"Canterbury RTO",20,"Canterbury Region",13,13,13,"ivs_iti5_1060120","Christchurch"
1060180,"Little River","ivs_iti4_1060180","Little River","Little River",18,"2492490","5715348","1582486","5153747","South",2,"Akaroa",106,"Christchurch City",60,"Canterbury RTO",20,"Canterbury Region",13,35,29,"ivs_iti5_1060180","Christchurch"
1060210,"Akaroa","ivs_iti4_1060210","Akaroa","Akaroa",21,"2507907","5711196","1597896","5149599","South",2,"Akaroa",106,"Christchurch City",60,"Canterbury RTO",20,"Canterbury Region",13,580,516,"ivs_iti5_1060210","Christchurch"
1070010,"Arthur's Pass National Park ( Selwyn )","ivs_iti4_1070010","Arthur's Pass National Park","Arthur's Pass National Park ( Selwyn )",1,"2401676","5806829","1491700","5245200","South",2,"Arthur's Pass National Park ( Selwyn ) ",107,"Selwyn District",62,"Canterbury RTO",20,"Canterbury Region",13,NA,NA,"ivs_iti5_1070010","Christchurch"
1070020,"Arthur's Pass","ivs_iti4_1070020","Arthur's Pass","Arthur's Pass",2,"2393040","5806073","1483066","5244445","South",2,"Arthur's Pass National Park ( Selwyn ) ",107,"Selwyn District",62,"Canterbury RTO",20,"Canterbury Region",13,144,139,"ivs_iti5_1070020","Christchurch"
1080040,"Craigieburn ( Selwyn )","ivs_iti4_1080040","Craigieburn","Craigieburn ( Selwyn )",4,"2417663","5788803","1507682","5227177","South",2,"Selwyn",108,"Selwyn District",62,"Canterbury RTO",20,"Canterbury Region",13,7,7,"ivs_iti5_1080040","Christchurch"
1080090,"Springfield ( Selwyn )","ivs_iti4_1080090","Springfield","Springfield ( Selwyn )",9,"2422570","5763064","1512588","5201443","South",2,"Selwyn",108,"Selwyn District",62,"Canterbury RTO",20,"Canterbury Region",13,54,40,"ivs_iti5_1080090","Christchurch"
1080100,"Lake Coleridge","ivs_iti4_1080100","Lake Coleridge","Lake Coleridge",10,"2391082","5759119","1481106","5197499","South",2,"Selwyn",108,"Selwyn District",62,"Canterbury RTO",20,"Canterbury Region",13,46,38,"ivs_iti5_1080100","Christchurch"
1080180,"Glentunnel","ivs_iti4_1080180","Glentunnel","Glentunnel",18,"2423977","5746606","1513995","5184990","South",2,"Selwyn",108,"Selwyn District",62,"Canterbury RTO",20,"Canterbury Region",13,19,13,"ivs_iti5_1080180","Christchurch"
1080190,"Darfield","ivs_iti4_1080190","Darfield","Darfield",19,"2437985","5746381","1527999","5184766","South",2,"Selwyn",108,"Selwyn District",62,"Canterbury RTO",20,"Canterbury Region",13,244,99,"ivs_iti5_1080190","Christchurch"
1080330,"Dunsandel","ivs_iti4_1080330","Dunsandel","Dunsandel",33,"2444894","5727222","1534907","5165613","South",2,"Selwyn",108,"Selwyn District",62,"Canterbury RTO",20,"Canterbury Region",13,57,22,"ivs_iti5_1080330","Christchurch"
1080470,"Rakaia Huts","ivs_iti4_1080470","Rakaia Huts","Rakaia Huts",47,"2448769","5702183","1538784","5140583","South",2,"Selwyn",108,"Selwyn District",62,"Canterbury RTO",20,"Canterbury Region",13,11,11,"ivs_iti5_1080470","Christchurch"
1090020,"Mt / Mount Hutt","ivs_iti4_1090020","Mt / Mount Hutt","Mt / Mount Hutt",2,"2390751","5747383","1480775","5185765","South",2,"Methven",109,"Ashburton District",63,"Canterbury RTO",20,"Canterbury Region",13,71,66,"ivs_iti5_1090020","Christchurch"
1090080,"Hakatere","ivs_iti4_1090080","Hakatere","Hakatere",8,"2362218","5730684","1452246","5169065","South",2,"Methven",109,"Ashburton District",63,"Canterbury RTO",20,"Canterbury Region",13,6,6,"ivs_iti5_1090080","Christchurch"
1090090,"Methven","ivs_iti4_1090090","Methven","Methven",9,"2400603","5729778","1490627","5168164","South",2,"Methven",109,"Ashburton District",63,"Canterbury RTO",20,"Canterbury Region",13,239,129,"ivs_iti5_1090090","Christchurch"
1090130,"Mt / Mount Somers","ivs_iti4_1090130","Mt / Mount Somers","Mt / Mount Somers",13,"2381077","5720797","1471105","5159182","South",2,"Methven",109,"Ashburton District",63,"Canterbury RTO",20,"Canterbury Region",13,56,43,"ivs_iti5_1090130","Christchurch"
1100020,"Rakaia","ivs_iti4_1100020","Rakaia","Rakaia",2,"2431411","5716382","1521429","5154775","South",2,"Ashburton",110,"Ashburton District",63,"Canterbury RTO",20,"Canterbury Region",13,136,70,"ivs_iti5_1100020","Christchurch"
1100060,"Ashburton","ivs_iti4_1100060","Ashburton","Ashburton",6,"2408509","5699819","1498536","5138212","South",2,"Ashburton",110,"Ashburton District",63,"Canterbury RTO",20,"Canterbury Region",13,1479,616,"ivs_iti5_1100060","Christchurch"
1100100,"Hinds","ivs_iti4_1100100","Hinds","Hinds",10,"2395259","5688293","1485291","5126685","South",2,"Ashburton",110,"Ashburton District",63,"Canterbury RTO",20,"Canterbury Region",13,8,7,"ivs_iti5_1100100","Christchurch"
1110070,"Geraldine","ivs_iti4_1110070","Geraldine","Geraldine",7,"2368052","5678107","1458091","5116493","South",2,"Temuka",111,"Timaru District",64,"Central South Island RTO / Canterbury RTO",22,"Canterbury Region",13,364,189,"ivs_iti5_1110070","South Canterbury"
1110170,"Temuka","ivs_iti4_1110170","Temuka","Temuka",17,"2372926","5661555","1462970","5099945","South",2,"Temuka",111,"Timaru District",64,"Central South Island RTO / Canterbury RTO",22,"Canterbury Region",13,196,85,"ivs_iti5_1110170","South Canterbury"
1120020,"Pleasant Point","ivs_iti4_1120020","Pleasant Point","Pleasant Point",2,"2361127","5659621","1451172","5098006","South",2,"Timaru",112,"Timaru District",64,"Central South Island RTO / Canterbury RTO",22,"Canterbury Region",13,42,24,"ivs_iti5_1120020","South Canterbury"
1120060,"Timaru","ivs_iti4_1120060","Timaru","Timaru",6,"2369675","5644337","1459726","5082727","South",2,"Timaru",112,"Timaru District",64,"Central South Island RTO / Canterbury RTO",22,"Canterbury Region",13,1892,934,"ivs_iti5_1120060","South Canterbury"
1130010,"Aoraki / Mount Cook National Park","ivs_iti4_1130010","Aoraki / Mount Cook National Park","Aoraki / Mount Cook National Park",1,"2287976","5731623","1378000","5170000","South",2,"Aoraki / Mt / Mount Cook National Park",113,"Mackenzie District",65,"Mackenzie RTO / Canterbury RTO",23,"Canterbury Region",13,NA,NA,"ivs_iti5_1130010","South Canterbury"
1140030,"Lake Tekapo","ivs_iti4_1140030","Lake Tekapo","Lake Tekapo",3,"2308253","5686371","1398287","5124741","South",2,"Lake Tekapo",114,"Mackenzie District",65,"Mackenzie RTO / Canterbury RTO",23,"Canterbury Region",13,222,214,"ivs_iti5_1140030","South Canterbury"
1150050,"Fairlie","ivs_iti4_1150050","Fairlie","Fairlie",5,"2336078","5676455","1426118","5114831","South",2,"Twizel",115,"Mackenzie District",65,"Mackenzie RTO / Canterbury RTO",23,"Canterbury Region",13,170,97,"ivs_iti5_1150050","South Canterbury"
1150070,"Twizel","ivs_iti4_1150070","Twizel","Twizel",7,"2278461","5657219","1368497","5095571","South",2,"Twizel",115,"Mackenzie District",65,"Mackenzie RTO / Canterbury RTO",23,"Canterbury Region",13,255,225,"ivs_iti5_1150070","South Canterbury"
